Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,docket_number,result,remanded,result text
kennedy-v-plan-admr-dupont-sav-inv-plan-supplemental-amicus-merits.txt,1.0,3172.0,97.2,55.0,2.84,79.28,14.16,26.45,61.82,35.72,4.76,1.48,0.25,0.06,0.13,0.63,0.41,3.28,8.95,12.93,3.85,1.54,4.92,0.95,6.94,2.81,1.99,0.85,8.13,1.1,4.1,3.5,0.57,0.16,0.19,0.03,4.57,0.66,0.0,0.19,0.47,7.79,1.64,2.05,0.95,1.39,0.79,2.3,1.01,0.98,0.0,0.0,0.25,0.0,0.16,0.0,0.09,10.03,0.73,4.04,4.07,0.95,0.44,1.83,3.91,3.78,6.94,0.91,4.54,1.51,5.26,0.16,0.63,1.45,0.06,0.09,0.57,0.0,0.44,0.0,0.06,0.0,30.77,10.47,6.31,0.09,0.41,0.0,0.0,1.7,2.52,0.88,7.19,1.2,07-636,0,0,Adjudged to be AFFIRMED.
kentucky-ret-sys-v-eeoc-brief-merits.txt,1.0,15844.0,97.08,43.15,17.34,58.12,16.75,28.78,70.71,39.26,5.24,1.21,0.35,0.01,0.01,0.56,0.28,4.03,9.09,14.23,5.4,1.82,4.18,1.1,8.21,5.24,3.76,0.97,6.61,1.45,3.89,2.79,1.08,0.04,0.21,0.15,3.21,0.01,0.05,0.13,0.64,10.6,2.16,3.05,1.11,1.61,1.04,3.49,0.85,0.72,0.03,0.02,0.61,0.37,0.08,0.08,0.09,10.54,0.13,2.95,5.92,2.14,0.76,1.84,4.78,1.51,11.02,0.49,5.16,5.48,9.13,0.1,0.11,1.0,0.02,0.02,0.54,0.01,0.48,0.0,0.04,0.0,25.15,7.9,4.85,0.12,0.35,0.0,0.0,1.7,2.4,1.45,4.82,1.57,06-1037,1,0,Judgment REVERSED.
kentucky-ret-sys-v-eeoc-opposition.txt,1.0,5338.0,97.61,42.13,21.66,51.35,12.41,27.11,66.67,38.18,5.6,1.37,0.67,0.02,0.0,0.22,0.45,4.23,9.05,14.41,4.31,1.8,3.86,1.03,6.44,4.22,3.03,0.88,5.55,1.37,3.07,2.21,0.84,0.0,0.32,0.15,3.02,0.06,0.04,0.24,0.36,9.27,2.19,2.75,0.37,1.14,0.67,3.3,0.56,0.37,0.02,0.04,0.96,0.67,0.07,0.13,0.07,10.28,0.17,3.41,5.75,1.5,0.36,1.97,3.6,1.74,10.73,0.6,5.83,4.36,6.82,0.13,0.54,0.64,0.0,0.0,1.27,0.02,1.12,0.06,0.06,0.0,25.74,9.8,5.1,0.04,0.21,0.0,0.0,1.16,2.72,1.24,4.31,1.18,06-1037,1,0,Judgment REVERSED.
kerpen-v-metropolitan-wash-airports-auth.pdf,1.0,6233.0,96.02,38.81,5.33,33.24,9.53,25.33,57.15,34.78,5.17,1.11,0.69,0.02,0.02,0.06,0.32,4.06,8.29,11.68,4.17,1.68,3.77,1.59,6.5,1.62,0.88,0.53,9.71,1.03,1.99,1.2,0.77,0.03,0.39,0.13,2.21,0.02,0.03,0.02,0.06,8.12,1.86,1.56,0.66,1.3,1.01,2.7,0.71,0.59,0.1,0.0,1.64,0.18,0.83,0.47,0.19,6.37,0.4,1.36,4.91,0.16,0.13,1.81,3.75,0.29,6.79,0.88,4.7,1.19,4.6,0.8,1.27,0.75,0.02,0.02,1.12,0.11,0.93,0.03,0.02,0.0,79.75,55.85,6.91,0.13,0.42,0.0,0.0,4.3,4.09,1.51,5.36,1.19,18-1240,3,0,Petition DENIED.
kerry-v-din-0.pdf,1.0,21877.0,96.87,47.62,10.42,34.41,14.7,24.23,62.72,37.88,4.97,1.41,0.54,0.08,0.02,0.61,0.16,3.56,9.08,13.16,4.53,1.73,4.62,1.23,7.42,1.97,0.88,1.1,9.28,1.28,3.45,1.95,1.45,0.42,0.33,0.12,4.76,0.75,0.05,0.32,0.46,10.34,2.82,1.56,0.8,3.09,1.0,3.67,1.04,0.89,0.11,0.02,0.61,0.13,0.39,0.05,0.06,6.68,1.23,0.76,3.93,0.26,0.82,1.56,4.66,0.48,7.83,0.58,5.62,1.64,3.23,0.4,0.49,1.0,0.08,0.07,1.22,0.01,1.07,0.02,0.04,0.0,75.69,51.22,6.48,0.13,0.77,0.0,0.0,3.03,2.61,0.99,9.12,1.33,13-1402,1,1,Judgment VACATED and case REMANDED.
kettler-v-united-states.pdf,1.0,4529.0,96.54,36.69,5.65,17.15,7.96,22.41,51.45,30.47,4.35,0.82,0.44,0.02,0.0,0.22,0.13,3.53,7.79,10.42,3.27,1.32,3.14,1.59,5.76,2.38,0.97,0.29,14.11,0.73,2.08,0.73,1.32,0.02,0.64,0.22,1.44,0.02,0.02,0.0,0.29,6.87,1.57,1.44,0.24,1.06,0.49,2.78,1.3,0.42,0.82,0.07,0.93,0.26,0.4,0.04,0.29,4.24,0.02,0.73,2.91,0.18,0.82,1.85,3.18,0.15,7.15,0.68,4.86,1.55,4.06,0.53,0.97,1.79,0.02,0.02,0.95,0.04,0.82,0.04,0.02,0.0,97.31,71.45,7.84,0.2,0.66,0.0,0.0,3.62,3.73,1.57,6.67,1.57,18-936,3,0,Petition DENIED.
khadr-v-obama-opposition.pdf,1.0,5069.0,96.51,38.5,13.28,24.21,11.42,23.81,56.86,36.93,5.21,1.26,0.41,0.08,0.04,0.28,0.45,3.95,8.27,13.06,4.5,1.74,3.31,2.07,6.94,2.41,1.56,0.89,10.91,1.62,2.45,1.16,1.26,0.1,0.91,0.1,2.82,0.02,0.0,0.0,0.32,8.88,1.87,1.26,0.89,2.17,0.43,3.37,0.79,0.63,0.14,0.02,0.32,0.08,0.04,0.0,0.2,4.95,0.12,1.05,3.65,0.1,0.28,1.46,4.22,0.57,9.82,1.7,5.9,1.48,4.12,0.43,0.36,0.12,0.32,0.04,0.39,0.0,0.34,0.0,0.02,0.0,47.05,29.37,6.1,0.12,0.32,0.0,0.0,1.22,1.85,0.77,6.16,1.14,10-751,3,0,Petition DENIED.
khan-v-united-states-chapman-v-united-states-opposition.txt,1.0,9372.0,97.2,45.41,8.94,11.22,13.09,25.14,58.32,37.95,5.47,2.07,0.61,0.02,0.01,0.57,0.86,3.4,9.15,13.66,4.42,1.73,4.23,1.09,7.71,2.22,1.58,0.83,9.13,1.92,3.36,1.11,2.24,0.2,1.02,0.19,3.23,0.02,0.05,0.03,0.61,7.77,1.82,1.74,0.69,1.03,0.79,2.71,0.73,0.51,0.07,0.1,0.47,0.15,0.22,0.04,0.05,4.37,0.48,0.74,2.64,0.22,0.76,2.98,3.0,0.33,9.05,0.89,6.41,1.79,1.9,0.18,0.75,0.07,0.28,0.1,1.05,0.01,0.95,0.04,0.03,0.0,28.65,9.55,7.1,0.05,0.7,0.0,0.0,2.21,1.54,1.2,5.16,1.14,06-1116,3,0,Petition DENIED.
kickapoo-traditional-tribe-v-texas-opposition.txt,1.0,2859.0,98.01,40.33,7.31,42.93,11.81,25.46,60.76,37.57,4.2,0.84,0.52,0.0,0.0,0.17,0.14,3.36,10.11,13.36,4.34,1.64,3.88,1.57,6.19,1.96,1.12,0.63,6.47,0.59,2.27,1.61,0.66,0.0,0.14,0.31,2.66,0.0,0.0,0.03,0.21,7.97,1.47,1.82,0.8,1.47,0.52,2.97,0.49,0.49,0.0,0.0,0.66,0.07,0.52,0.0,0.07,8.88,1.99,1.26,5.56,0.45,0.31,1.82,2.76,0.56,8.29,0.52,6.26,1.43,4.97,1.68,0.8,0.35,0.24,0.0,1.08,0.03,0.98,0.07,0.0,0.0,27.53,11.44,6.09,0.0,0.31,0.0,0.0,1.47,1.26,1.05,5.6,0.31,07-1109,3,0,Petition DENIED.
kimble-v-marvel-enters-inc.pdf,1.0,6947.0,97.34,44.4,6.8,55.63,10.11,24.93,57.45,34.73,4.75,1.08,0.69,0.01,0.0,0.22,0.16,3.67,9.51,12.01,3.93,2.03,3.48,1.11,6.64,2.86,1.81,0.6,10.18,0.71,2.98,2.27,0.69,0.1,0.17,0.23,2.65,0.14,0.14,0.06,0.32,8.13,2.22,2.25,0.78,1.12,0.48,2.25,1.11,0.78,0.16,0.14,0.32,0.04,0.1,0.03,0.14,5.44,0.39,1.18,3.43,0.49,0.3,2.02,3.31,0.35,7.89,0.49,4.51,2.84,4.4,0.66,0.4,1.66,0.01,0.07,0.72,0.03,0.53,0.09,0.01,0.0,75.53,55.13,6.61,0.22,0.37,0.0,0.0,3.69,2.81,0.94,4.35,1.43,13-720,0,0,Adjudged to be AFFIRMED.
kimble-v-marvel-enters.pdf,1.0,10432.0,97.08,43.25,9.91,54.83,12.24,26.09,60.66,37.2,4.91,1.12,0.6,0.05,0.01,0.24,0.22,3.79,9.29,13.04,4.73,1.99,3.9,1.21,7.56,3.06,1.91,0.76,8.51,1.08,2.94,2.24,0.7,0.1,0.22,0.13,2.89,0.09,0.12,0.04,0.3,10.32,2.88,2.77,1.13,1.59,0.68,2.81,0.98,0.66,0.16,0.12,0.35,0.05,0.16,0.01,0.13,5.71,0.28,1.15,3.73,0.53,0.38,2.05,4.07,0.35,8.36,0.48,4.81,2.9,4.61,0.38,0.14,1.35,0.01,0.07,0.63,0.03,0.46,0.06,0.06,0.0,58.66,39.3,5.62,0.14,0.23,0.0,0.0,4.22,2.72,0.81,4.01,1.61,13-720,0,0,Adjudged to be AFFIRMED.
kimbrough-v-united-states-brief-merits.txt,1.0,27945.0,98.31,29.47,14.26,8.56,25.85,24.49,59.34,37.81,3.64,0.58,0.34,0.01,0.0,0.14,0.09,3.06,8.49,15.41,3.48,1.45,5.52,0.84,5.78,5.72,4.87,0.5,10.07,3.54,2.87,0.71,2.15,0.09,1.12,0.24,1.66,0.04,0.02,0.04,0.16,10.93,1.4,1.77,1.0,2.79,0.83,5.86,0.72,0.42,0.03,0.13,1.12,0.15,0.77,0.05,0.24,4.1,0.09,0.54,2.86,0.23,0.55,1.27,3.04,0.55,8.12,0.61,5.83,1.65,2.72,0.35,0.06,0.18,0.0,0.06,1.26,0.02,1.2,0.03,0.01,0.0,24.16,5.14,5.99,0.42,1.39,0.0,0.0,1.3,1.31,0.47,6.67,1.47,06-6330,1,1,Judgment REVERSED and case REMANDED.
king-mountain-tobacco-co-v-united-states.pdf,1.0,6322.0,98.13,42.41,6.07,39.94,8.95,20.64,53.18,33.03,3.8,0.96,0.66,0.0,0.06,0.08,0.16,2.83,8.64,12.86,3.48,1.28,3.43,1.22,5.76,1.93,1.15,0.49,12.62,1.09,1.99,1.39,0.6,0.03,0.21,0.17,2.29,0.03,0.0,0.02,0.22,6.82,1.23,1.58,0.44,1.34,0.84,2.36,0.66,0.55,0.08,0.03,0.55,0.06,0.24,0.03,0.38,3.42,0.43,0.59,1.93,0.24,0.36,1.57,3.5,0.21,7.97,0.96,5.92,1.01,4.57,0.51,0.84,2.88,0.0,0.03,1.23,0.03,1.01,0.0,0.02,0.0,104.54,82.39,6.83,0.21,0.49,0.0,0.0,3.65,2.45,0.82,6.71,0.98,18-984,3,0,Petition DENIED.
king-v-burwell.pdf,1.0,11587.0,96.86,48.83,4.19,44.41,10.39,25.18,58.0,33.34,4.64,0.93,0.28,0.0,0.02,0.05,0.58,3.71,8.22,11.64,3.7,1.7,3.76,0.91,6.3,2.28,1.28,0.63,11.31,1.76,2.71,1.86,0.85,0.19,0.28,0.3,3.12,0.06,0.03,0.03,0.1,8.01,1.94,1.75,1.16,1.34,0.85,2.13,0.79,0.56,0.13,0.07,1.09,0.11,0.77,0.06,0.19,4.58,0.23,1.23,2.68,0.51,0.48,1.3,3.75,0.59,7.47,0.6,5.69,1.25,4.92,0.31,0.52,4.66,0.01,0.03,1.36,0.1,1.08,0.03,0.04,0.0,106.02,78.99,5.83,0.22,0.41,0.01,0.0,3.48,3.41,1.41,9.8,2.46,14-114,0,0,Adjudged to be AFFIRMED.
king-v-united-states-opposition.pdf,1.0,8285.0,97.09,45.81,5.65,30.24,9.51,24.19,56.54,33.57,4.62,1.13,0.47,0.0,0.0,0.59,0.07,3.49,8.8,11.47,4.2,1.56,3.31,0.98,7.21,2.11,1.13,0.62,11.1,1.05,2.08,1.15,0.88,0.12,0.4,0.18,2.38,0.0,0.04,0.02,0.64,8.34,2.43,2.28,0.62,1.16,0.86,1.96,0.81,0.69,0.12,0.0,1.99,0.11,0.31,0.02,1.54,5.27,0.28,1.04,3.92,0.12,0.66,3.09,2.99,0.27,7.83,0.68,5.9,1.28,4.16,0.78,1.0,0.71,0.0,0.01,1.58,0.02,1.26,0.01,0.24,0.0,57.88,36.08,5.37,0.18,0.66,0.0,0.0,3.52,3.54,1.17,6.12,1.23,11-959,3,0,Petition DENIED.
kingdomware-techs-inc-v-united-states.pdf,1.0,29270.0,97.18,41.9,9.65,52.97,12.8,26.59,59.8,31.84,2.86,0.35,0.2,0.0,0.0,0.02,0.12,2.51,7.97,11.43,3.74,1.46,4.66,0.86,6.36,3.69,1.4,0.72,12.3,2.35,2.43,1.93,0.48,0.02,0.09,0.08,1.93,0.03,0.04,0.06,0.05,8.04,1.6,1.86,1.11,1.99,0.72,2.91,0.71,0.65,0.03,0.03,0.47,0.04,0.26,0.01,0.18,8.84,0.26,2.63,5.86,1.66,0.4,1.19,4.13,0.98,9.61,0.61,6.57,2.28,7.92,0.16,0.14,2.08,0.0,0.04,1.57,0.01,1.47,0.04,0.03,0.0,93.97,67.23,6.03,0.32,0.77,0.01,0.01,4.21,1.67,0.75,11.08,1.9,14-916,1,1,Judgment REVERSED and case REMANDED.
kingdomware-techs-v-united-states.pdf,1.0,7742.0,96.43,42.62,4.4,39.14,9.64,24.08,56.85,30.87,3.23,0.45,0.22,0.04,0.0,0.1,0.09,2.78,8.06,10.28,3.98,1.49,4.24,1.06,7.13,3.19,1.28,0.7,13.74,1.92,1.65,1.2,0.45,0.03,0.21,0.12,1.74,0.0,0.01,0.09,0.08,7.71,1.81,1.87,1.2,1.33,0.85,2.3,1.01,0.85,0.04,0.09,0.49,0.05,0.21,0.03,0.23,7.96,0.28,2.61,5.17,1.54,0.18,1.34,4.53,0.81,7.72,0.67,5.41,1.59,6.77,0.19,0.44,1.76,0.03,0.0,1.85,0.06,1.74,0.03,0.01,0.0,133.52,104.74,6.01,0.37,0.41,0.03,0.0,4.79,3.19,1.11,10.72,2.14,14-916,1,1,Judgment REVERSED and case REMANDED.
kingsley-v-hendrickson.pdf,1.0,10616.0,97.06,39.62,7.64,13.83,13.3,26.64,62.14,38.66,4.69,1.44,0.45,0.04,0.01,0.6,0.34,3.25,9.4,13.46,4.87,1.76,4.82,1.18,8.1,2.44,1.54,0.89,7.87,1.22,3.17,1.12,2.0,0.27,0.89,0.19,3.06,0.06,0.01,0.08,0.62,12.56,2.15,4.25,1.22,2.23,0.97,4.1,1.08,0.87,0.05,0.12,0.53,0.12,0.41,0.0,0.04,7.34,0.27,1.0,5.0,0.5,0.97,2.19,4.4,0.56,7.55,0.69,5.11,1.76,2.49,0.14,0.31,0.16,0.03,0.01,0.56,0.01,0.45,0.01,0.05,0.0,49.28,28.58,6.54,0.17,0.53,0.0,0.0,4.3,3.23,0.81,3.33,1.79,14-6368,1,1,Judgment VACATED and case REMANDED.
kirtsaeng-v-john-wiley-sons-inc-amicus-merits.pdf,1.0,10467.0,97.06,42.16,9.7,32.32,12.64,25.06,59.42,36.46,5.01,0.71,0.34,0.01,0.0,0.16,0.19,4.3,8.99,12.59,4.78,1.54,3.31,1.43,8.67,2.19,1.32,0.76,11.24,2.47,1.74,1.06,0.68,0.02,0.37,0.06,3.03,0.05,0.04,0.0,0.54,10.2,1.75,3.16,1.53,1.74,0.59,3.2,1.09,0.87,0.17,0.03,0.3,0.04,0.16,0.02,0.1,6.09,0.18,1.29,4.2,0.29,0.45,3.1,4.19,0.31,9.6,0.32,7.99,1.33,5.03,0.71,0.38,0.94,0.01,0.0,0.57,0.04,0.47,0.04,0.04,0.0,72.64,49.76,5.59,0.23,0.26,0.01,0.0,2.87,3.12,1.39,8.21,1.21,11-697,1,1,Judgment REVERSED and case REMANDED.
kirtsaeng-v-john-wiley-sons-inc.pdf,1.0,10597.0,96.1,45.56,9.19,45.53,11.85,26.73,59.38,34.59,4.76,0.82,0.4,0.01,0.0,0.26,0.15,3.94,8.24,11.74,4.83,2.0,3.65,1.0,8.15,2.69,1.61,0.87,9.71,1.46,5.33,3.2,2.12,0.11,0.43,0.72,2.83,0.03,0.01,0.01,0.35,9.7,2.82,2.43,1.14,1.78,0.8,2.52,1.21,0.9,0.15,0.11,0.68,0.06,0.31,0.03,0.31,6.94,0.61,2.59,2.62,1.68,1.32,2.04,3.62,0.59,8.69,0.96,6.41,1.36,3.86,0.9,0.38,1.93,0.08,0.03,0.59,0.04,0.4,0.06,0.09,0.0,67.33,45.05,6.17,0.18,0.51,0.0,0.0,3.41,3.52,2.29,4.68,1.52,15-375,1,1,Judgment VACATED and case REMANDED.
kisor-v-wilkie.pdf,1.0,8652.0,94.34,40.32,13.53,36.55,10.03,25.14,60.0,36.55,5.4,1.32,0.47,0.0,0.0,0.74,0.1,4.08,8.46,11.07,5.2,1.7,4.37,1.62,8.5,2.61,1.33,0.86,9.63,1.27,2.84,1.72,1.11,0.17,0.32,0.18,2.88,0.02,0.5,0.02,0.75,11.41,4.24,1.94,1.31,1.9,0.75,3.17,0.8,0.68,0.02,0.05,0.87,0.14,0.59,0.0,0.21,5.22,0.14,1.21,3.13,1.02,0.4,3.28,3.65,0.31,8.55,0.59,5.09,3.03,3.74,0.25,0.84,0.24,0.03,0.06,1.35,0.07,1.18,0.02,0.03,0.0,78.19,55.47,5.52,0.09,0.44,0.0,0.0,2.94,3.69,1.65,7.13,1.26,18-15,1,1,Judgment VACATED and case REMANDED.
kiyemba-v-obama-opposition-1.txt,1.0,8266.0,97.41,41.11,20.55,29.41,13.92,25.56,62.04,41.39,5.77,1.95,0.58,0.06,0.06,0.28,0.97,3.82,9.57,15.24,5.19,1.67,4.2,1.6,8.19,2.54,1.49,0.8,5.37,0.96,2.37,1.25,1.03,0.1,0.63,0.13,3.19,0.01,0.01,0.02,0.27,8.44,1.91,1.23,0.58,1.67,0.79,3.36,0.65,0.6,0.01,0.02,0.4,0.07,0.17,0.01,0.16,5.66,0.27,0.99,4.22,0.24,0.33,2.55,4.49,0.46,11.07,1.21,7.34,2.07,2.96,0.27,0.96,0.28,0.02,0.18,0.86,0.02,0.65,0.05,0.04,0.0,22.54,9.01,6.3,0.04,0.38,0.0,0.0,1.4,1.62,0.88,2.25,0.65,08-1234,1,1,Judgment VACATED and case REMANDED to the United States Court of Appeals for the District of Columbia.
klein-v-united-states-opposition.txt,1.0,3687.0,96.96,50.0,5.53,13.03,13.61,27.07,64.63,41.23,6.37,2.79,0.41,0.03,0.0,2.09,0.27,3.58,10.12,13.86,4.94,2.01,3.99,1.36,7.24,2.01,1.14,0.49,7.68,0.98,3.01,1.0,1.95,0.41,1.06,0.24,4.34,0.0,0.0,0.0,2.44,8.08,1.95,1.76,1.03,1.44,0.9,2.6,2.2,1.95,0.19,0.05,0.11,0.03,0.05,0.0,0.03,6.29,0.14,0.46,5.37,0.19,0.79,4.12,2.31,0.24,9.57,1.03,6.32,2.14,2.06,0.16,1.3,0.03,0.0,0.05,0.9,0.0,0.9,0.0,0.0,0.0,26.47,9.76,5.51,0.03,0.43,0.0,0.0,1.36,2.66,1.03,3.53,2.17,06-1692,3,0,Petition DENIED.
kleinman-v-commissioner-opposition.txt,1.0,4154.0,97.96,46.34,14.26,59.03,14.32,27.18,66.01,41.21,6.04,1.18,0.53,0.05,0.0,0.55,0.05,4.86,11.0,14.18,5.1,1.95,3.15,1.23,6.96,3.18,1.78,1.04,6.48,1.23,2.62,2.19,0.43,0.07,0.1,0.19,3.47,0.17,0.07,0.22,0.41,9.51,2.94,2.12,0.89,1.54,1.18,2.6,0.6,0.41,0.12,0.07,0.65,0.1,0.48,0.0,0.07,6.21,0.19,0.75,4.07,0.22,1.23,3.47,3.61,0.24,9.97,1.66,5.78,2.5,4.94,0.63,0.6,1.73,0.02,0.19,1.44,0.07,1.25,0.05,0.07,0.0,28.19,8.57,5.37,0.05,0.24,0.0,0.0,1.66,3.08,1.37,5.54,2.31,07-1064,3,0,Petition DENIED.
kloeckner-v-solis-brief-merits.pdf,1.0,21048.0,98.29,41.8,19.7,33.05,16.99,23.0,63.17,39.85,4.4,1.33,0.18,0.0,0.01,1.07,0.07,3.07,10.86,14.2,4.47,1.81,4.3,1.18,6.37,3.12,1.73,0.8,7.91,2.39,1.99,1.2,0.78,0.03,0.18,0.11,2.87,0.0,0.11,0.97,0.11,9.52,2.74,1.1,1.0,2.58,0.66,3.59,0.66,0.5,0.11,0.02,0.26,0.05,0.12,0.03,0.07,5.24,0.11,0.91,3.98,0.38,0.23,1.55,3.63,0.93,11.45,1.32,7.09,2.95,5.34,0.11,0.15,0.18,0.03,0.0,1.51,0.01,1.43,0.07,0.02,0.0,42.23,21.21,4.58,0.1,0.46,0.0,0.0,3.2,1.86,1.04,8.7,1.07,11-184,1,1,"Judgment REVERSED and case REMANDED Kagan, J."
knox-v-united-states-opposition.txt,1.0,4055.0,97.4,39.3,11.31,9.22,12.18,21.55,57.34,38.08,4.73,1.18,0.42,0.02,0.0,0.62,0.12,3.55,9.32,13.66,4.86,2.0,3.5,1.53,7.77,2.47,1.26,0.86,10.41,0.96,3.3,0.96,2.32,0.15,0.57,0.44,2.22,0.02,0.02,0.05,0.67,8.95,2.0,1.45,0.76,1.7,1.33,3.01,0.57,0.37,0.12,0.02,0.25,0.12,0.1,0.0,0.02,5.15,0.22,1.13,3.23,0.2,1.11,2.79,3.11,0.44,9.69,0.99,7.03,1.7,1.95,0.1,0.64,0.0,0.0,0.02,0.62,0.0,0.57,0.05,0.0,0.0,27.05,10.01,6.29,0.0,0.54,0.0,0.0,0.99,2.52,1.06,4.81,0.84,08-569,3,0,Petition DENIED.
koch-v-sec.pdf,1.0,5820.0,97.8,45.88,12.42,41.95,10.8,24.66,63.45,35.38,5.36,1.63,0.88,0.03,0.03,0.27,0.41,3.73,9.23,13.04,3.8,1.2,3.56,1.03,7.16,2.63,1.27,0.52,9.79,0.96,3.28,2.08,1.19,0.07,0.52,0.19,3.16,0.09,0.07,0.12,0.29,9.59,2.59,2.87,0.74,1.43,0.98,2.35,0.93,0.81,0.12,0.0,0.14,0.03,0.07,0.0,0.05,5.41,0.38,0.91,3.35,0.43,0.79,2.56,3.16,0.14,9.26,0.72,6.51,1.84,6.39,0.03,0.91,4.83,0.0,0.0,1.24,0.0,1.17,0.03,0.02,0.0,57.03,34.88,6.08,0.15,0.36,0.0,0.0,3.59,4.16,1.65,3.99,2.16,15-781,3,0,Petition DENIED.
kohl-v-united-states-opposition.pdf,1.0,3627.0,97.88,37.76,14.14,27.6,12.13,28.51,64.07,39.23,4.99,1.02,0.58,0.03,0.03,0.36,0.06,3.97,10.48,13.84,4.38,2.1,4.05,1.27,6.84,1.87,0.94,1.13,7.06,0.85,2.56,1.32,1.21,0.03,0.36,0.22,2.54,0.0,0.0,0.28,0.11,11.94,3.39,2.23,1.05,2.15,0.99,3.86,0.52,0.41,0.08,0.0,0.91,0.11,0.77,0.0,0.14,6.18,0.25,1.41,3.61,0.69,1.02,2.37,3.31,0.33,8.13,1.21,5.82,1.08,5.07,0.58,0.99,0.33,0.0,0.19,1.19,0.0,0.99,0.0,0.08,0.0,51.09,33.09,4.94,0.06,0.14,0.0,0.0,3.64,4.03,1.3,3.2,0.72,12-1008,3,0,Petition DENIED.
kokenis-v-united-states-opposition.pdf,1.0,5305.0,95.49,43.25,2.54,31.56,8.89,20.34,49.16,28.6,4.73,1.62,0.32,0.02,0.0,1.21,0.08,3.11,6.52,9.86,3.36,1.21,2.54,1.73,6.3,1.83,0.87,0.41,15.38,0.62,4.43,2.28,1.94,0.38,0.55,0.26,2.45,0.04,0.0,0.02,1.24,7.79,2.56,1.17,0.62,1.21,1.04,2.11,0.64,0.51,0.02,0.0,0.28,0.13,0.08,0.0,0.08,4.81,0.06,0.72,2.43,0.81,1.24,3.02,2.04,0.26,6.07,0.34,4.49,1.24,3.13,0.3,0.74,1.87,0.85,0.06,0.77,0.0,0.7,0.02,0.04,0.0,58.34,34.5,6.73,0.17,1.0,0.0,0.0,3.86,1.6,1.53,7.8,1.15,11-1042,3,0,Petition DENIED.
kokesh-v-sec.pdf,1.0,22730.0,96.31,40.62,8.5,24.24,11.64,24.2,57.79,34.93,4.13,0.89,0.33,0.02,0.01,0.41,0.13,3.23,7.5,12.83,4.3,1.92,4.68,1.17,7.31,2.26,1.29,0.83,11.61,2.23,3.33,1.61,1.7,0.07,0.76,0.18,2.65,0.02,0.06,0.0,0.46,8.96,1.64,1.39,0.64,3.06,0.65,3.53,1.05,0.93,0.03,0.06,0.37,0.11,0.22,0.03,0.11,5.99,0.3,1.31,3.22,0.73,1.0,1.74,4.07,0.72,8.32,0.93,5.35,1.9,3.85,0.35,0.2,1.96,0.02,0.01,0.77,0.03,0.66,0.04,0.04,0.0,76.16,51.29,7.5,0.15,0.73,0.0,0.0,3.35,3.44,0.66,7.53,1.51,16-529,1,0,Judgment REVERSED.
koons-v-united-states.pdf,1.0,23485.0,98.1,42.43,9.38,12.94,14.31,27.38,54.87,35.35,3.97,0.92,0.24,0.0,0.03,0.41,0.23,3.06,9.91,12.51,4.09,1.47,3.68,1.03,7.06,2.67,1.96,0.76,11.88,2.23,2.64,0.84,1.8,0.1,0.59,0.29,2.34,0.08,0.04,0.07,0.45,8.15,1.88,1.6,0.86,1.85,0.6,2.99,0.6,0.55,0.02,0.02,0.6,0.1,0.46,0.03,0.08,4.96,0.17,0.72,3.21,0.27,0.83,1.62,3.37,0.58,9.25,1.07,5.86,2.33,2.41,0.17,0.09,0.22,0.01,0.03,0.77,0.02,0.66,0.03,0.0,0.0,62.96,37.38,6.1,0.14,0.56,0.0,0.0,4.3,2.9,1.01,9.39,1.17,17-5716,0,0,Adjudged to be AFFIRMED.
koontz-v-st-johns-river-water-mgmt-dist-amicus-merits.pdf,1.0,11160.0,97.33,42.5,4.15,30.46,11.85,27.59,59.16,34.55,3.81,1.14,0.64,0.04,0.0,0.23,0.22,2.67,9.37,11.92,4.44,1.99,3.76,1.1,7.44,1.95,1.03,0.55,10.47,1.14,3.2,1.73,1.45,0.13,0.3,0.42,2.49,0.02,0.02,0.06,0.19,9.74,1.61,2.67,1.32,1.72,1.15,2.66,1.09,0.9,0.03,0.16,0.67,0.08,0.23,0.02,0.34,6.75,0.17,1.1,4.43,0.99,0.61,1.66,3.75,0.44,7.23,0.49,5.83,0.95,5.4,0.26,0.3,1.34,0.01,0.0,1.2,0.03,0.98,0.02,0.07,0.01,93.01,70.65,6.41,0.25,0.49,0.02,0.0,3.83,2.47,1.27,5.91,1.71,11-1447,1,1,Judgment REVERSED and case REMANDED.
